,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
2012 - Durston Ben & Millliard Oli,2012,1,0,0,4.08,0,0,0,0,0,0
2012 - Durston Ben & Millward Ollie,2012,1,0,0,0,0,0,21.8,0,0,0
2012 - Durston Ben & Parker Phil,2012,1,0,3.12,0,0,0,0,0,0,0
2012 - Dzyma Andrei,2012,1,0,0,0,5.53,0,0,0,0,0
2012 - East Nick & Guy Matt,2012,1,0,0,3.15,0,0,0,0,0,0
2012 - East Nick & Guy Matthew,2012,1,0,0,0,0,18.72,0,0,0,0
2012 - Edwards Roger A & Emery Rob,2012,1,0,0,0,0,27.82,0,0,0,0
2012 - Edwards Roger & Emery Rod,2012,4,0,3.33,4.62,7.07,0,0,0,0,0
2012 - Ellacott Bliss & Riis-White Ellen,2012,2,0,0,0,8.1,0,26.98,0,0,0
2012 - Elliott Reginald & Goodlad Bethany,2012,5,0,2.97,3.98,6.43,24.08,0,0,0,0
2012 - Ellis Charlotte & Terry Stacey,2012,1,0,0,3.87,0,0,0,0,0,0
2012 - Ellis George & Hooke Beth,2012,2,0,3.23,0,0,0,23.02,0,0,0
2012 - Ellis Graham & Pyke Adrian,2012,1,0,4,0,0,0,0,0,0,0
2012 - Engel Seb & Mason Aidan,2012,3,0,0,4.52,7.05,0,24.75,0,0,0
2012 - England Paul & Vaughan-Graham Warren,2012,1,0,0,0,0,27.08,0,0,0,0
2012 - England Paul & Vaughham-Graham Warren,2012,4,0,3.17,4.37,6.62,0,0,0,0,0
2012 - Errington Paul & Hosie Jessica,2012,2,0,0,0,8.92,0,0,27.85,0,0
2012 - Escott James,2012,5,0,2.6,3.47,5.47,0,0,0,0,18.27
2012 - Evans James & Joseph Ben. St,2012,4,0,2.93,3.82,6.23,0,0,0,0,0
2012 - Evans Mark & Matthews Neil,2012,4,0,2.98,3.97,6.28,0,0,0,0,0
2012 - Falbe Giles. De & Mills Sam,2012,2,0,3.87,5.13,0,0,0,0,0,0
2012 - Farquhar Andrew & Ford Adrian,2012,1,0,0,0,0,24.18,0,0,0,0
2012 - Farrance Alan & Voller Shirine,2012,1,0,3.02,0,0,0,0,0,0,0
2012 - Ferrer Kathryn. De & Weston Helen,2012,1,0,0,4.38,0,0,0,0,0,0
2012 - Ferris Clive & Roots Ian,2012,2,0,2.87,0,0,23.65,0,0,0,0
2012 - Field Alexandra & Sahota Arran,2012,1,0,0,0,0,0,29.57,0,0,0
2012 - Fisher Luke & Hopkinson Chris,2012,4,0,3.18,4.25,6.82,0,0,0,0,0
2012 - Flack Andy & Flack Annelies,2012,4,0,3.27,4.62,6.5,0,0,0,0,0
2012 - Flanagan William,2012,1,0,2.88,0,0,0,0,0,0,0
2012 - Flint Tom & Maynard Sam,2012,1,0,0,0,7.93,0,0,0,0,0
2012 - Ford Peter & Hodgson Andy,2012,4,0,2.57,3.53,5.35,0,0,0,0,0
2012 - Ford Stephen & Spear Nicholas,2012,1,0,0,0,0,0,0,30,0,0
2012 - Foster Pete & Thomas Freddie,2012,4,0,3.18,4.02,6.27,0,0,0,0,0
2012 - Foster Peter & Thomas Freddie,2012,1,0,0,0,0,0,19.58,0,0,0
2012 - Francis Sarah & Murnaghan Liz,2012,4,0,2.95,4,6.3,0,0,0,0,0
2012 - Freemantle James & Freemantle Jonathon,2012,4,0,2.53,3.48,5.38,0,0,0,0,0
2012 - Freer Alan,2012,2,0,2.77,3.83,0,0,0,0,0,0
2012 - Frost Henry & Reynolds Will,2012,4,0,0,5.4,8.9,0,28,0,0,0
2012 - Frost Henry. J & Reynolds Will,2012,1,0,3.97,0,0,0,0,0,0,0
2012 - Froy Oli & Osborne Will,2012,1,0,0,0,0,0,24.6,0,0,0
2012 - Froy Ollie & Osborne Will,2012,2,0,4.1,4.53,0,0,0,0,0,0
2012 - Fryer Dave & Fuggle Tim,2012,2,0,2.95,4.08,0,0,0,0,0,0
2012 - Fuller Page & Marlow Emma,2012,3,0,3.37,0,8.15,0,25.88,0,0,0
2012 - Gabriel Adam & Griffith Liz,2012,2,0,3.22,5,0,0,0,0,0,0
2012 - Gallimore D,2012,1,0,2.63,0,0,0,0,0,0,0
2012 - Galucka Klaudia & Hunt Andrew,2012,1,0,2.97,0,0,0,0,0,0,0
2012 - Gandy Mike & Smith Ian,2012,1,0,0,3.53,0,0,0,0,0,0
2012 - Gargan F & Swannick S,2012,1,0,0,0,6.2,0,0,0,0,0
2012 - Gargan Frank & Swannick Sam,2012,1,0,0,0,0,22.28,0,0,0,0
2012 - Gavin Chris,2012,2,0,0,3.82,5.77,0,0,0,0,0
2012 - Gibbs James & Sampson Matt,2012,5,0,2.8,3.87,6.08,24.17,0,0,0,0
2012 - Gilbert-Johns Sophie & Hampson Isobel,2012,1,0,0,5.12,0,0,0,0,0,0
2012 - Gilmore & Makin,2012,1,0,0,4.08,0,0,0,0,0,0
2012 - Goddard Simon,2012,2,0,0,4.85,0,0,0,0,0,26.25
2012 - Grant Leah & Sparrow Natalia,2012,3,0,0,6.25,8.62,0,28.6,0,0,0
2012 - Green Isadora & Norman Emma,2012,5,0,3.45,4.7,7.28,0,23.3,0,0,0
2012 - Green James & Nokes Sam,2012,2,0,3.23,0,0,0,23.05,0,0,0
2012 - Gregory Paul,2012,1,0,3.8,0,0,0,0,0,0,0
2012 - Griffin Mike & Lewis Melanie,2012,1,0,0,0,0,0,0,30.97,0,0
2012 - Grimsey Damon,2012,4,0,2.92,3.83,6.17,0,0,0,0,0
2012 - Grover Liam & Leeke Gary,2012,3,0,2.73,0,5.8,23.7,0,0,0,0
2012 - Grover & Walsh,2012,1,0,0,4,0,0,0,0,0,0
2012 - Gungadoo Ruth & Oakley Robin,2012,1,0,0,4.2,0,0,0,0,0,0
2012 - Gurdon Ella & Mcgovem Kate,2012,2,0,3.93,5.25,0,0,0,0,0,0
2012 - Gurdon Ella & McGovern Kate,2012,1,0,0,0,0,0,27.7,0,0,0
2012 - Hall Kathryn,2012,1,0,0,0,5.67,0,0,0,0,0
2012 - Hall Kathryn & Miklos Reni,2012,3,0,2.53,3.52,0,21.87,0,0,0,0
2012 - Hamlyn Charles,2012,1,0,3.58,0,0,0,0,0,0,0
2012 - Hansen Jes,2012,1,0,0,0,0,0,0,0,0,26.25
2012 - Hansford Dave & Hansford Rob,2012,2,0,3.17,0,7.1,0,0,0,0,0
2012 - Hansford Rob,2012,1,0,0,4.8,0,0,0,0,0,0
2012 - Harding Christian & Harding John,2012,5,0,3.22,4.52,7.4,0,0,0,23.18,0
2012 - Harley Thor & Webb Mike,2012,5,0,2.92,3.9,6.12,23.63,0,0,0,0
2012 - Harris Richard & Ryan Enda,2012,2,0,0,0,6.28,24.23,0,0,0,0
2012 - Harris & Neville,2012,1,0,0,4.03,0,0,0,0,0,0
2012 - Harrison Louise & Llewelyn Rhiannon,2012,5,0,4.02,5.08,7.82,0,26.63,0,0,0
2012 - Hawkins Shane & Scott Adam,2012,1,0,0,0,0,23.47,0,0,0,0
2012 - Hawkins & Scott,2012,1,0,0,3.98,0,0,0,0,0,0
2012 - Hawkins ? & Scott ?,2012,1,0,0,0,6.38,0,0,0,0,0
2012 - Haws & Rees-Clark,2012,1,0,2.4,0,0,0,0,0,0,0
2012 - Hayes Paul & Stainsby Rob,2012,2,0,2.42,3.18,0,0,0,0,0,0
2012 - Haywood Stuart & Robinson Tolly,2012,5,0,2.97,4.03,6.47,24.43,0,0,0,0
2012 - Heard Colin & Piper Jamie,2012,1,0,0,0,0,24.13,0,0,0,0
2012 - Heath Robert,2012,1,0,0,0,0,0,0,0,0,26.35
2012 - Heeley Barnet,2012,5,0,3.52,5.03,7.75,0,0,0,0,25.22
2012 - Hellin Darren & Taylor Robert,2012,1,0,0,0,0,36.2,0,0,0,0
2012 - Hembry Pedro & Sollerer Rapheal (Sol),2012,1,0,0,0,0,23,0,0,0,0
2012 - Hembury & Sollerer,2012,2,0,0,3.93,6,0,0,0,0,0
2012 - Hendron Richard,2012,2,0,2.2,3.15,0,0,0,0,0,0
2012 - Hendron Richard & King James,2012,1,0,0,0,0,17.95,0,0,0,0
2012 - Henley Conor & Little Alex,2012,4,0,2.8,3.92,6.08,0,0,0,0,0
2012 - Henley Conor & Little Alexander (ali),2012,1,0,0,0,0,0,19.15,0,0,0
2012 - Henshaw Paul & Kucerova Jana,2012,1,0,0,0,0,32.83,0,0,0,0
2012 - Henson Adrian & Nieveen Richard,2012,1,0,2.5,0,0,0,0,0,0,0
2012 - Herwanger Jorg & Stanisauskas Justas,2012,1,0,2.82,0,0,0,0,0,0,0
2012 - Herwanger T & Sangouard E,2012,1,0,3.1,0,0,0,0,0,0,0
2012 - Hewetson Milly & Moors Lucy,2012,2,0,3.53,0,0,0,23.38,0,0,0
2012 - Hewitt Mathew & Kent Richard,2012,2,0,2.47,3.37,0,0,0,0,0,0
2012 - Hicks Albert,2012,2,0,2.37,3.23,0,0,0,0,0,0
2012 - Hicks Andrew,2012,1,0,3.13,0,0,0,0,0,0,0
2012 - Hicks Harriet & Stevenson Matilda,2012,1,0,2.83,0,0,0,0,0,0,0
2012 - Hicks Julie,2012,1,0,3.15,0,0,0,0,0,0,0
2012 - Hills Chris,2012,1,0,3.55,0,0,0,0,0,0,0
2012 - Hills Irene,2012,2,0,3.67,5.38,0,0,0,0,0,0
2012 - Hinves James,2012,4,0,2.52,3.45,5.17,0,0,0,0,0
2012 - Hipkins Kevin & McPhee Stephen,2012,1,0,0,0,0,24.65,0,0,0,0
2012 - Hodgkiss Ben,2012,1,0,0,0,0,0,0,0,0,31.18
2012 - Hoggarth C & Ricketson C,2012,4,0,3.87,5.02,8.1,0,0,0,0,0
2012 - Holbrook Ash & Parks Andrew,2012,2,0,0,0,9.07,0,0,24.08,0,0
2012 - Holden Ed,2012,1,0,0,0,0,0,0,0,0,30.33
2012 - Holden Miram & Mair Barry,2012,1,0,4.23,0,0,0,0,0,0,0
2012 - Holden Miriam & Mair Barry,2012,1,0,0,0,0,0,0,29.75,0,0
2012 - Homersham Paul & Jarvis Ben,2012,1,0,0,0,0,21.98,0,0,0,0
2012 - Hope Matthew & Whiting Harvey,2012,5,0,3.1,4.18,7.07,36.35,0,0,0,0
2012 - Horn Cameron & Winter Sam,2012,4,0,3.07,4.17,6.48,0,0,0,0,0
2012 - Horn Cameron & Winter Samuel,2012,1,0,0,0,0,0,21.38,0,0,0
2012 - Hornsby Jane,2012,1,0,0,0,0,0,0,0,0,28.07
2012 - Hoskin Shaun & Mclay Rob,2012,2,0,3.37,4.57,0,0,0,0,0,0
2012 - Howard James & Oliver Geoffrey,2012,1,0,0,0,0,27.97,0,0,0,0
2012 - Howard Jim & Oliver Geoff,2012,4,0,3.4,4.83,7.4,0,0,0,0,0
2012 - Howell Cathy & Millest Sarah,2012,2,0,2.98,4.08,0,0,0,0,0,0
2012 - Huish Charlie & Jourdan Tom,2012,3,0,0,4.85,7.07,0,25.03,0,0,0
2012 - Humphries Tim,2012,1,0,2.75,0,0,0,0,0,0,0
2012 - Ilett Peter & Parker Rebecca,2012,5,0,2.67,3.77,5.93,23.33,0,0,0,0
2012 - Illidge Jenny,2012,1,0,2.52,0,0,0,0,0,0,0
2012 - James Mark,2012,4,0,3.6,4.83,8,0,0,0,0,25.2
2012 - James Sean & Payne Mark,2012,1,0,0,0,0,33.05,0,0,0,0
2012 - Jameson Mark & Jameson Rob,2012,1,0,0,0,0,25.17,0,0,0,0
2012 - Jameson Mark & Jameson Robert,2012,2,0,0,3.97,6.6,0,0,0,0,0
2012 - Jefferson Nigel & Murrell Jim,2012,4,0,2.95,4.02,6.37,0,0,0,0,0
2012 - Jeffreson Nigel & Murrell Jim,2012,1,0,0,0,0,25.28,0,0,0,0
2012 - Jeffs Andrew & Jeffs Paul,2012,4,0,3.1,4.3,6.43,0,0,0,0,0
2012 - Jenkins Jay & Lavarack Michael,2012,1,0,0,0,0,20.07,0,0,0,0
2012 - Johnson Andrew & Petty Steven,2012,1,0,0,0,0,25.68,0,0,0,0
2012 - Johnson Andy & Petty Steven,2012,1,0,0,4.4,0,0,0,0,0,0
2012 - Johnson Nicholas,2012,4,0,2.78,3.77,5.87,0,0,0,0,0
2012 - Johnson Thomas & Maher Conor,2012,5,0,3.72,4.95,8,0,24.78,0,0,0
2012 - Johnston John,2012,1,0,0,0,0,0,0,0,0,23.2
2012 - Jones Adam & Kew Alex,2012,1,0,0,0,0,28.67,0,0,0,0
2012 - Jones Arwyn & Robinson Steph,2012,1,0,3.57,0,0,0,0,0,0,0
2012 - Jones Chris,2012,2,0,4.25,5.38,0,0,0,0,0,0
2012 - Jones Sam & Wright Michael,2012,2,0,2.17,3.23,0,0,0,0,0,0
2012 - Jones Samuel & Wright Michael,2012,1,0,0,0,0,19.32,0,0,0,0
2012 - Jones Steven & Lewis Gavin,2012,1,0,3.1,0,0,0,0,0,0,0
2012 - Jordan Aaron,2012,1,0,0,3.28,0,0,0,0,0,0
2012 - Jordan James & Maurice Louise,2012,1,0,0,0,0,27.38,0,0,0,0
2012 - Jorgensen Thomas Westergaard,2012,1,0,0,0,0,0,0,0,0,24.12
2012 - Justin Andrew & Moxey H,2012,2,0,3.57,4.6,0,0,0,0,0,0
2012 - Justin Andrew & Moxey Hugo,2012,1,0,0,0,0,0,26.15,0,0,0
2012 - Kaminskas Gintaras & Valatka Tomas,2012,5,0,2.82,3.95,6.05,0,22.22,0,0,0
2012 - Kantolinna Blair & Pearson James,2012,5,0,2.87,3.88,6.37,23.13,0,0,0,0
2012 - Kay Claire & Whawell Liz,2012,2,0,0,5.33,0,0,0,23.93,0,0
2012 - Keeble James & Seaford Daniel,2012,5,0,2.2,3.02,4.75,18.35,0,0,0,0
2012 - Keevill Johnny & Stockley Andrew,2012,1,0,0,0,0,35.87,0,0,0,0
2012 - Kelly Emma & Way Imagen,2012,2,0,3.48,4.57,0,0,0,0,0,0
2012 - Kelly Emma & Way Imogen,2012,1,0,0,0,0,0,23.95,0,0,0
2012 - Kew Joanne & Tozer Nathan,2012,1,0,0,0,0,28.28,0,0,0,0
2012 - Khlaf Alexander,2012,1,0,2.83,0,0,0,0,0,0,0
2012 - King James,2012,1,0,2.2,0,0,0,0,0,0,0
2012 - King Jon & Nixon David,2012,1,0,0,4.97,0,0,0,0,0,0
2012 - Kirkham Oliver & Morris Nathaniel,2012,4,0,3.18,4.43,7.87,0,0,0,0,0
2012 - Knott Rob & Littlehales Kevin,2012,3,0,0,3.68,5.7,0,0,0,0,0
2012 - Knott Rob & Littlehays Kevin,2012,1,0,2.77,0,0,0,0,0,0,0
2012 - Kraus Lena,2012,4,0,3.08,4.25,6.7,0,0,0,0,0
2012 - Kraus Lena katrin,2012,1,0,0,0,0,0,0,0,0,21.9
2012 - Labbane Malek & Martin Sean,2012,2,0,0,4.65,0,0,0,22.88,0,0
2012 - Lacey Jonathan & Taylor Max,2012,4,0,2.78,3.75,5.93,0,0,0,0,0
2012 - Lacey Jonathan & Taylor Maxwell,2012,1,0,0,0,0,0,19.68,0,0,0
2012 - Laenen Jan,2012,1,0,0,0,0,0,0,0,0,17.23
2012 - Landale William & Tukes hastings Charlie,2012,1,0,0,0,0,28.62,0,0,0,0
2012 - Lavarack Mike & Pigott Mike,2012,1,0,0,3.52,0,0,0,0,0,0
2012 - Lawrence Phil,2012,1,0,0,4.72,0,0,0,0,0,0
2012 - Lawson Iain,2012,1,0,0,4.07,0,0,0,0,0,0
2012 - Lawson Ian,2012,1,0,3.38,0,0,0,0,0,0,0
2012 - Lemin Jim & Lemin Maureen,2012,1,0,3.27,0,0,0,0,0,0,0
2012 - Leonard James & Preston Ben,2012,2,0,3.68,0,7.72,0,0,0,0,0
2012 - Lewis Alun & Lewis Chris,2012,3,0,3,0,6.55,26.75,0,0,0,0
2012 - Lewis Richard & Webster James,2012,4,0,2.32,3.22,5.07,0,0,0,0,0
2012 - Lock Jaine & Mason Dave,2012,1,0,0,0,6.93,0,0,0,0,0
2012 - Lock Jaine & Mason David,2012,1,0,0,0,0,28.47,0,0,0,0
2012 - Locke Ed & Ramsdale Chesney,2012,4,0,3.18,4.12,6.4,0,0,0,0,0
2012 - Locke Edward & Ramsdale Chesney,2012,1,0,0,0,0,0,20.62,0,0,0
2012 - Lofthouse Carl,2012,2,0,2.97,3.8,0,0,0,0,0,0
2012 - Logan Stuart,2012,1,0,0,3.55,0,0,0,0,0,0
2012 - Lovell Richard,2012,2,0,0,3.93,0,0,0,0,0,20.13
2012 - Lovelock Ryan & Wolfe Nicole,2012,5,0,3.13,4.33,6.93,0,22.58,0,0,0
2012 - Macdonald Luke & Wright Michael,2012,1,0,0,0,0,32.03,0,0,0,0
2012 - Mackenzie Euan,2012,2,0,0,4.97,0,0,0,0,0,23.92
2012 - Mackenzie Kate & Shaw Olly,2012,1,0,0,5.07,0,0,0,0,0,0
2012 - Macqueen Ian & Macqueen Jacky,2012,5,0,3.02,4.17,6.5,0,0,21.22,0,0
2012 - Mahoney James & Todd Chris,2012,1,0,0,0,0,25.07,0,0,0,0
2012 - Mainprize Peter,2012,1,0,3.28,0,0,0,0,0,0,0
2012 - Manning Greg,2012,1,0,0,0,0,0,0,0,0,21.67
2012 - Marshall Nicholas & Nicholson Rupert,2012,2,0,0,0,6.7,25.13,0,0,0,0
2012 - Marshall Peter & Marshall Pierre,2012,1,0,3.45,0,0,0,0,0,0,0
2012 - Martin Mike,2012,2,0,2.55,3.38,0,0,0,0,0,0
2012 - Martin Mike & Rees-Clark Mike,2012,1,0,0,0,5.3,0,0,0,0,0
2012 - Martin Sean,2012,1,0,3.12,0,0,0,0,0,0,0
2012 - Maycock Peter & Turner Tristram,2012,2,0,2.23,0,4.97,0,0,0,0,0
2012 - Mayers James & O'grady Jonathan,2012,1,0,2.25,0,0,0,0,0,0,0
2012 - Maynard Sam & Trustrameve Alex,2012,1,0,3.45,0,0,0,0,0,0,0
2012 - Mcallister E & Sutherland R,2012,4,0,4.22,5.55,7.3,0,0,0,0,0
2012 - McAllister Elizabeth & Sutherland Robert,2012,1,0,0,0,0,29.23,0,0,0,0
2012 - Mccluskey Steve,2012,2,0,3.58,4.67,0,0,0,0,0,0
2012 - Mcdermott ? & Wilson ?,2012,1,0,0,0,6.25,0,0,0,0,0
2012 - Mckenna Barry & Wakley Gary,2012,2,0,0,0,6.42,23.72,0,0,0,0
2012 - Mckenzie Euan & Prendeville Nicole,2012,1,0,3.13,0,0,0,0,0,0,0
2012 - McLeod Jack & McLeod Rob,2012,1,0,0,0,0,0,0,0,27.13,0
2012 - Mctauish Carol & Pender Kieren,2012,2,0,0,5.28,7.33,0,0,0,0,0
2012 - Mee Daniel & Sampson Paul,2012,3,0,2.97,4.2,0,25.82,0,0,0,0
2012 - Merrifield Clive,2012,1,0,2.88,0,0,0,0,0,0,0
2012 - Merrifield David,2012,4,0,2.83,3.9,5.93,0,0,0,0,0
2012 - Meyer Richard,2012,5,0,2.58,3.42,5.13,0,0,0,0,17.43
2012 - Michilmore Tom & Morris Freddie,2012,1,0,0,0,0,0,22.37,0,0,0
2012 - Micmilmore Tom & Morris Freddie,2012,4,0,3.53,4.52,7.5,0,0,0,0,0
2012 - Middlehurst Sue & Pollock Andrew,2012,1,0,0,4.25,0,0,0,0,0,0
2012 - Middleton Megan & Palmer Dan,2012,4,0,2.65,3.78,5.68,0,0,0,0,0
2012 - Middleton Megan & Palmer Daniel,2012,1,0,0,0,0,0,18.63,0,0,0
2012 - Millest Sarah,2012,2,0,0,0,6.13,0,0,0,0,21.28
2012 - Mills Jeff & Stuart Peter,2012,4,0,3.18,4.32,6.67,0,0,0,0,0
2012 - Mills Jeffrey & Stuart Peter,2012,1,0,0,0,0,0,0,22.13,0,0
2012 - Moore James & Starling Anya,2012,1,0,4.07,0,0,0,0,0,0,0
2012 - Morris Emily,2012,1,0,0,0,0,0,0,0,0,27.8
2012 - Morrison Miriam & Walker Eleanor,2012,5,0,3.23,4.55,7.4,0,25.3,0,0,0
2012 - Morrissey John & Morrissey Tim,2012,2,0,0,3.62,0,21.47,0,0,0,0
2012 - Mortell Francesca & Zandonella Martina,2012,5,0,3.67,4.6,7.68,0,0,26.03,0,0
2012 - Mulally Conway,2012,2,0,3.93,0,9.25,0,0,0,0,0
2012 - Mundy Ed & Skillicorn Brad,2012,3,0,3.12,4.17,0,0,22.47,0,0,0
2012 - Murr Antony & Yeoman Michael,2012,1,0,3.38,0,0,0,0,0,0,0
2012 - Naftanaila Stelian & Playle William,2012,3,0,2.73,3.92,0,0,0,0,19.18,0
2012 - Neville John & Pickering Ben,2012,2,0,0,0,6.22,23.73,0,0,0,0
2012 - Newbutt Bryan & Oliver George,2012,1,0,3.08,0,0,0,0,0,0,0
2012 - Nobbs Ashley,2012,1,0,2.65,0,0,0,0,0,0,0
2012 - Norfolk Adam,2012,4,0,2.42,3.3,5.03,0,0,0,0,0
2012 - O'Callaghan Kevin & Young Shane,2012,1,0,0,0,0,22.75,0,0,0,0
2012 - Olsen Richard,2012,1,0,0,0,6.02,0,0,0,0,0
2012 - Orange Jessica & Stokes Georgia,2012,1,0,3.4,0,0,0,0,0,0,0
2012 - Osborne Sandy,2012,2,0,0,4.45,6.57,0,0,0,0,0
2012 - Osbourne Sandy,2012,1,0,0,0,0,0,0,0,0,22.83
2012 - Oughton Duncan & Shepperson Fred,2012,1,0,0,3.67,0,0,0,0,0,0
2012 - Parker Alistair & Roberts Mike,2012,1,0,0,0,0,36.6,0,0,0,0
2012 - Parker Alitair & Roberts Mike,2012,1,0,0,0,7.63,0,0,0,0,0
2012 - Parker John,2012,1,0,2.52,0,0,0,0,0,0,0
2012 - Parritt Andrew & Peters Mark,2012,1,0,0,0,0,22.5,0,0,0,0
2012 - Parritt Andy & Peters Mark,2012,2,0,2.78,3.72,0,0,0,0,0,0
2012 - Parrot Richard & Short Mark,2012,4,0,2.87,3.87,6.2,0,0,0,0,0
2012 - Parrott Richard & Short Matt,2012,1,0,0,0,0,21.77,0,0,0,0
2012 - Passmore Jonathan & Passmore Julia,2012,2,0,2.97,4.02,0,0,0,0,0,0
2012 - Patch David & Pearce Nic,2012,1,0,0,0,0,35.42,0,0,0,0
2012 - Peake Steve & Purchas Mike,2012,2,0,2.77,3.65,0,0,0,0,0,0
2012 - Pearce Emma,2012,2,0,3.3,4.52,0,0,0,0,0,0
2012 - Pearce Ryan,2012,2,0,0,3.67,0,0,0,0,0,18.42
2012 - Pearse Philip,2012,2,0,2.28,3.17,0,0,0,0,0,0
2012 - Pedley Josh & Pedley Matt,2012,2,0,0,0,6.98,0,0,0,22.97,0
2012 - Pegg Tim,2012,1,0,3.58,0,0,0,0,0,0,0
2012 - Peters Connor & Southey Michael,2012,5,0,2.37,3.23,5.13,0,17.37,0,0,0
2012 - Phillips Stephen & Phillips Wayne,2012,3,0,0,4.82,7.7,40.72,0,0,0,0
2012 - Plummer Paul,2012,4,0,3.2,4.22,6.7,0,0,0,0,0
2012 - Plummer Samuel,2012,2,0,2.52,3.48,0,0,0,0,0,0
2012 - Ponomarenkow Marcin,2012,5,0,2.88,4.02,5.85,0,0,0,0,19.73
2012 - Pound Matthew,2012,1,0,0,0,0,0,0,0,0,25.23
2012 - Powell Mark & Toye Matthew,2012,1,0,0,0,0,31.78,0,0,0,0
2012 - Prescott Ben & Wendon Alex,2012,1,0,0,0,0,0,23.55,0,0,0
2012 - Prescott Benjamin & Wendon Alex,2012,4,0,3.47,6.18,6.83,0,0,0,0,0
2012 - Presland Lee & Stobbart Daniel,2012,1,0,0,0,0,27.9,0,0,0,0
2012 - Priday Jill,2012,1,0,4.7,0,0,0,0,0,0,0
2012 - Priestley Graham & Stockwell Ian,2012,1,0,0,0,0,28.62,0,0,0,0
2012 - Prowse James & Tunmer Grant,2012,4,0,2.88,3.9,6.03,0,0,0,0,0
2012 - Purcell Freddie,2012,1,0,0,0,5.63,0,0,0,0,0
2012 - Quemby Marion,2012,1,0,0,0,0,0,0,0,0,25.1
2012 - Quigley Eamon,2012,1,0,0,0,0,0,0,0,0,20.23
2012 - Rees-Clark Michael,2012,2,0,2.7,3.55,0,0,0,0,0,0
2012 - Rhodes David,2012,1,0,0,0,0,0,0,0,0,30.45
2012 - Ricketts Emma & Wignall Amy,2012,1,0,2.67,0,0,0,0,0,0,0
2012 - Ricketts Simon,2012,1,0,2.67,0,0,0,0,0,0,0
2012 - Riley Steve,2012,2,0,0,3.95,6.02,0,0,0,0,0
2012 - Riley Steven,2012,1,0,0,0,0,0,0,0,0,19.9
2012 - Roberts Gregory & Woodruff Amelia,2012,1,0,0,0,0,0,29.93,0,0,0
2012 - Roffe Adrian & Roffe Alan,2012,1,0,0,0,0,27.35,0,0,0,0
2012 - Rogers Mick & Westerby Allen,2012,4,0,3.25,4.45,6.83,0,0,0,0,0
2012 - Rogers Mike & Westerby Allen,2012,1,0,0,0,0,25.67,0,0,0,0
2012 - Romain Nick,2012,1,0,2.5,0,0,0,0,0,0,0
2012 - Rudd Samantha,2012,1,0,3.6,0,0,0,0,0,0,0
2012 - Ryder Matt & Scotcher Sam,2012,2,0,3.18,4.28,0,0,0,0,0,0
2012 - Seabright Toby & Simmons Joe,2012,1,0,0,3.92,0,0,0,0,0,0
2012 - Seabright Toby & Simmons Joseph,2012,1,0,0,0,0,0,21.55,0,0,0
2012 - Seaford Anita,2012,1,0,3.42,0,0,0,0,0,0,0
2012 - Sepion Ian,2012,1,0,3.25,0,0,0,0,0,0,0
2012 - Sharp Chris,2012,3,0,3.37,0,6.52,0,0,0,0,0
2012 - Sharp Clare,2012,3,0,3.08,4.15,0,0,0,0,0,22.78
2012 - Simmons Thomas & Yarde James,2012,1,0,0,0,0,0,0,22.5,0,0
2012 - Skeath Colin & Skeath Katrina,2012,1,0,0,0,0,27.92,0,0,0,0
2012 - Smith Adrian & Smith Nick,2012,1,0,0,0,0,26.75,0,0,0,0
2012 - Smith Colin,2012,1,0,0,0,0,0,0,0,0,25.85
2012 - Smith Ian,2012,1,0,2.57,0,0,0,0,0,0,0
2012 - Smith Isobel & Smith Naomi,2012,4,0,2.67,3.57,5.6,0,0,0,0,0
2012 - Smith Kevin,2012,4,0,2.48,3.23,5.28,0,0,0,0,0
2012 - Smith Matthew & Wilson Luke,2012,1,0,0,0,0,22.28,0,0,0,0
2012 - Smith Rob,2012,2,0,2.72,3.73,0,0,0,0,0,0
2012 - Smith Tony & Woolacott Adrian,2012,5,0,2.98,4.1,6.35,23.13,0,0,0,0
2012 - Smith & Wilson,2012,1,0,0,4.77,0,0,0,0,0,0
2012 - Smythe James,2012,1,0,2.48,0,0,0,0,0,0,0
2012 - Spierings Giel & Van Tuyl Alex,2012,2,0,0,2.98,4.75,0,0,0,0,0
2012 - Stagg Richard,2012,1,0,0,4.02,0,0,0,0,0,0
2012 - Stanford Geoffrey & Walker Peter,2012,5,0,2.83,3.92,6.32,23.73,0,0,0,0
2012 - Stanford Georgie & Stanford Guy,2012,5,0,3.48,4.97,7.52,0,0,0,25.1,0
2012 - Stevenson Philip,2012,1,0,3.05,0,0,0,0,0,0,0
2012 - Sutherland James,2012,1,0,0,0,7.13,0,0,0,0,0
2012 - Symonds Chris,2012,1,0,0,0,0,0,0,0,0,21.57
2012 - Terry Stacey,2012,1,0,3.17,0,0,0,0,0,0,0
2012 - Thomson Trevor,2012,1,0,2.85,0,0,0,0,0,0,0
2012 - Thursby Alex,2012,2,0,3.48,4.7,0,0,0,0,0,0
2012 - Tiley Richard & Whymark Jonathan,2012,1,0,0,0,0,0,0,28.23,0,0
2012 - Tod Max & Treadgold James,2012,1,0,0,3.5,0,0,0,0,0,0
2012 - Toomey Paul & Walker Matt,2012,1,0,2.7,0,0,0,0,0,0,0
